escala,versao,threads,schedule,chunk,arquivos,bytes,repeticao,tempo_s
forte,openmp,8,dynamic,4,1024,105775104,7,0.030531
forte,openmp,8,dynamic,4,1024,105775104,8,0.029219
forte,openmp,8,dynamic,4,1024,105775104,9,0.028968
forte,openmp,8,dynamic,4,1024,105775104,10,0.028039
forte,openmp,8,dynamic,4,1024,105775104,11,0.028609
forte,openmp,8,dynamic,4,1024,105775104,12,0.027561
forte,openmp,8,dynamic,4,1024,105775104,13,0.029318
forte,openmp,8,dynamic,4,1024,105775104,14,0.027924
forte,openmp,8,dynamic,4,1024,105775104,15,0.028616
forte,openmp,8,dynamic,16,1024,105775104,1,0.031774
forte,openmp,8,dynamic,16,1024,105775104,2,0.028760
forte,openmp,8,dynamic,16,1024,105775104,3,0.028541
forte,openmp,8,dynamic,16,1024,105775104,4,0.030808
forte,openmp,8,dynamic,16,1024,105775104,5,0.032127
forte,openmp,8,dynamic,16,1024,105775104,6,0.029744
forte,openmp,8,dynamic,16,1024,105775104,7,0.029264
forte,openmp,8,dynamic,16,1024,105775104,8,0.029838
forte,openmp,8,dynamic,16,1024,105775104,9,0.030876
forte,openmp,8,dynamic,16,1024,105775104,10,0.028060
forte,openmp,8,dynamic,16,1024,105775104,11,0.029096
forte,openmp,8,dynamic,16,1024,105775104,12,0.028861
forte,openmp,8,dynamic,16,1024,105775104,13,0.028574
forte,openmp,8,dynamic,16,1024,105775104,14,0.030125
forte,openmp,8,dynamic,16,1024,105775104,15,0.031136
forte,openmp,8,guided,1,1024,105775104,1,0.029294
forte,openmp,8,guided,1,1024,105775104,2,0.027795
forte,openmp,8,guided,1,1024,105775104,3,0.029797
forte,openmp,8,guided,1,1024,105775104,4,0.028818
forte,openmp,8,guided,1,1024,105775104,5,0.029887
forte,openmp,8,guided,1,1024,105775104,6,0.029670
forte,openmp,8,guided,1,1024,105775104,7,0.027577
forte,openmp,8,guided,1,1024,105775104,8,0.028601
forte,openmp,8,guided,1,1024,105775104,9,0.028937
forte,openmp,8,guided,1,1024,105775104,10,0.028905
forte,openmp,8,guided,1,1024,105775104,11,0.028112
forte,openmp,8,guided,1,1024,105775104,12,0.027440
forte,openmp,8,guided,1,1024,105775104,13,0.029129
forte,openmp,8,guided,1,1024,105775104,14,0.028697
forte,openmp,8,guided,1,1024,105775104,15,0.027883
forte,openmp,8,guided,4,1024,105775104,1,0.029451
forte,openmp,8,guided,4,1024,105775104,2,0.028361
forte,openmp,8,guided,4,1024,105775104,3,0.028183
forte,openmp,8,guided,4,1024,105775104,4,0.028925
forte,openmp,8,guided,4,1024,105775104,5,0.027616
forte,openmp,8,guided,4,1024,105775104,6,0.028214
forte,openmp,8,guided,4,1024,105775104,7,0.029686
forte,openmp,8,guided,4,1024,105775104,8,0.029776
forte,openmp,8,guided,4,1024,105775104,9,0.028919
forte,openmp,8,guided,4,1024,105775104,10,0.029473
forte,openmp,8,guided,4,1024,105775104,11,0.028045
forte,openmp,8,guided,4,1024,105775104,12,0.027969
forte,openmp,8,guided,4,1024,105775104,13,0.028094
forte,openmp,8,guided,4,1024,105775104,14,0.028152
forte,openmp,8,guided,4,1024,105775104,15,0.028874
forte,openmp,8,guided,16,1024,105775104,1,0.028667
forte,openmp,8,guided,16,1024,105775104,2,0.029154
forte,openmp,8,guided,16,1024,105775104,3,0.033863
forte,openmp,8,guided,16,1024,105775104,4,0.030259
forte,openmp,8,guided,16,1024,105775104,5,0.029596
forte,openmp,8,guided,16,1024,105775104,6,0.030238
forte,openmp,8,guided,16,1024,105775104,7,0.030144
forte,openmp,8,guided,16,1024,105775104,8,0.028956
forte,openmp,8,guided,16,1024,105775104,9,0.029738
forte,openmp,8,guided,16,1024,105775104,10,0.029926
forte,openmp,8,guided,16,1024,105775104,11,0.030980
forte,openmp,8,guided,16,1024,105775104,12,0.029408
forte,openmp,8,guided,16,1024,105775104,13,0.030079
forte,openmp,8,guided,16,1024,105775104,14,0.029095
forte,openmp,8,guided,16,1024,105775104,15,0.029606
forte,openmp,16,static,1,1024,105775104,1,0.029744
forte,openmp,16,static,1,1024,105775104,2,0.031309
forte,openmp,16,static,1,1024,105775104,3,0.030794
forte,openmp,16,static,1,1024,105775104,4,0.026617
forte,openmp,16,static,1,1024,105775104,5,0.028565
forte,openmp,16,static,1,1024,105775104,6,0.030556
forte,openmp,16,static,1,1024,105775104,7,0.027113
forte,openmp,16,static,1,1024,105775104,8,0.028407
forte,openmp,16,static,1,1024,105775104,9,0.029186
forte,openmp,16,static,1,1024,105775104,10,0.028753
forte,openmp,16,static,1,1024,105775104,11,0.027229
forte,openmp,16,static,1,1024,105775104,12,0.028531
forte,openmp,16,static,1,1024,105775104,13,0.026928
forte,openmp,16,static,1,1024,105775104,14,0.029359
forte,openmp,16,static,1,1024,105775104,15,0.027872
forte,openmp,16,static,4,1024,105775104,1,0.029656
forte,openmp,16,static,4,1024,105775104,2,0.027400
forte,openmp,16,static,4,1024,105775104,3,0.026294
forte,openmp,16,static,4,1024,105775104,4,0.027177
forte,openmp,16,static,4,1024,105775104,5,0.032951
forte,openmp,16,static,4,1024,105775104,6,0.027323
forte,openmp,16,static,4,1024,105775104,7,0.028090
forte,openmp,16,static,4,1024,105775104,8,0.028108
forte,openmp,16,static,4,1024,105775104,9,0.027859
forte,openmp,16,static,4,1024,105775104,10,0.026686
forte,openmp,16,static,4,1024,105775104,11,0.027985
forte,openmp,16,static,4,1024,105775104,12,0.029084
forte,openmp,16,static,4,1024,105775104,13,0.025936
forte,openmp,16,static,4,1024,105775104,14,0.029294
forte,openmp,16,static,4,1024,105775104,15,0.025661
forte,openmp,16,static,16,1024,105775104,1,0.028201
forte,openmp,16,static,16,1024,105775104,2,0.025899
forte,openmp,16,static,16,1024,105775104,3,0.028355
forte,openmp,16,static,16,1024,105775104,4,0.029129
forte,openmp,16,static,16,1024,105775104,5,0.030029
forte,openmp,16,static,16,1024,105775104,6,0.026720
forte,openmp,16,static,16,1024,105775104,7,0.027915
forte,openmp,16,static,16,1024,105775104,8,0.026465
forte,openmp,16,static,16,1024,105775104,9,0.028635
forte,openmp,16,static,16,1024,105775104,10,0.030889
forte,openmp,16,static,16,1024,105775104,11,0.028905
forte,openmp,16,static,16,1024,105775104,12,0.025860
forte,openmp,16,static,16,1024,105775104,13,0.027290
forte,openmp,16,static,16,1024,105775104,14,0.027822
forte,openmp,16,static,16,1024,105775104,15,0.026765
forte,openmp,16,dynamic,1,1024,105775104,1,0.025336
forte,openmp,16,dynamic,1,1024,105775104,2,0.027045
forte,openmp,16,dynamic,1,1024,105775104,3,0.025032
forte,openmp,16,dynamic,1,1024,105775104,4,0.025402
forte,openmp,16,dynamic,1,1024,105775104,5,0.025781
forte,openmp,16,dynamic,1,1024,105775104,6,0.026649
forte,openmp,16,dynamic,1,1024,105775104,7,0.026651
forte,openmp,16,dynamic,1,1024,105775104,8,0.027256
forte,openmp,16,dynamic,1,1024,105775104,9,0.026234
forte,openmp,16,dynamic,1,1024,105775104,10,0.026996
forte,openmp,16,dynamic,1,1024,105775104,11,0.025485
forte,openmp,16,dynamic,1,1024,105775104,12,0.026545
forte,openmp,16,dynamic,1,1024,105775104,13,0.029074
forte,openmp,16,dynamic,1,1024,105775104,14,0.030825
forte,openmp,16,dynamic,1,1024,105775104,15,0.025432
forte,openmp,16,dynamic,4,1024,105775104,1,0.031366
forte,openmp,16,dynamic,4,1024,105775104,2,0.027906
forte,openmp,16,dynamic,4,1024,105775104,3,0.027496
forte,openmp,16,dynamic,4,1024,105775104,4,0.025542
forte,openmp,16,dynamic,4,1024,105775104,5,0.028616
forte,openmp,16,dynamic,4,1024,105775104,6,0.026478
forte,openmp,16,dynamic,4,1024,105775104,7,0.026102
forte,openmp,16,dynamic,4,1024,105775104,8,0.026115
forte,openmp,16,dynamic,4,1024,105775104,9,0.025940
forte,openmp,16,dynamic,4,1024,105775104,10,0.029491
forte,openmp,16,dynamic,4,1024,105775104,11,0.027581
forte,openmp,16,dynamic,4,1024,105775104,12,0.026245
forte,openmp,16,dynamic,4,1024,105775104,13,0.025886
forte,openmp,16,dynamic,4,1024,105775104,14,0.026881
forte,openmp,16,dynamic,4,1024,105775104,15,0.028181
forte,openmp,16,dynamic,16,1024,105775104,1,0.027923
forte,openmp,16,dynamic,16,1024,105775104,2,0.030162
forte,openmp,16,dynamic,16,1024,105775104,3,0.025776
forte,openmp,16,dynamic,16,1024,105775104,4,0.026212
forte,openmp,16,dynamic,16,1024,105775104,5,0.025771
forte,openmp,16,dynamic,16,1024,105775104,6,0.031213
forte,openmp,16,dynamic,16,1024,105775104,7,0.026178
forte,openmp,16,dynamic,16,1024,105775104,8,0.026039
forte,openmp,16,dynamic,16,1024,105775104,9,0.027251
forte,openmp,16,dynamic,16,1024,105775104,10,0.026546
forte,openmp,16,dynamic,16,1024,105775104,11,0.026036
forte,openmp,16,dynamic,16,1024,105775104,12,0.028846
forte,openmp,16,dynamic,16,1024,105775104,13,0.030367
forte,openmp,16,dynamic,16,1024,105775104,14,0.029328
forte,openmp,16,dynamic,16,1024,105775104,15,0.030018
forte,openmp,16,guided,1,1024,105775104,1,0.026653
forte,openmp,16,guided,1,1024,105775104,2,0.029983
forte,openmp,16,guided,1,1024,105775104,3,0.027416
forte,openmp,16,guided,1,1024,105775104,4,0.029445
forte,openmp,16,guided,1,1024,105775104,5,0.026867
forte,openmp,16,guided,1,1024,105775104,6,0.026444
forte,openmp,16,guided,1,1024,105775104,7,0.026932
forte,openmp,16,guided,1,1024,105775104,8,0.024950
forte,openmp,16,guided,1,1024,105775104,9,0.026216
forte,openmp,16,guided,1,1024,105775104,10,0.026395
forte,openmp,16,guided,1,1024,105775104,11,0.024751
forte,openmp,16,guided,1,1024,105775104,12,0.026192
forte,openmp,16,guided,1,1024,105775104,13,0.027456
forte,openmp,16,guided,1,1024,105775104,14,0.024864
forte,openmp,16,guided,1,1024,105775104,15,0.027650
forte,openmp,16,guided,4,1024,105775104,1,0.026484
forte,openmp,16,guided,4,1024,105775104,2,0.026287
forte,openmp,16,guided,4,1024,105775104,3,0.027362
forte,openmp,16,guided,4,1024,105775104,4,0.029848
forte,openmp,16,guided,4,1024,105775104,5,0.026980
forte,openmp,16,guided,4,1024,105775104,6,0.026224
forte,openmp,16,guided,4,1024,105775104,7,0.027936
forte,openmp,16,guided,4,1024,105775104,8,0.025767
forte,openmp,16,guided,4,1024,105775104,9,0.027411
forte,openmp,16,guided,4,1024,105775104,10,0.028979
forte,openmp,16,guided,4,1024,105775104,11,0.029583
forte,openmp,16,guided,4,1024,105775104,12,0.027097
forte,openmp,16,guided,4,1024,105775104,13,0.026756
forte,openmp,16,guided,4,1024,105775104,14,0.029452
forte,openmp,16,guided,4,1024,105775104,15,0.025240
forte,openmp,16,guided,16,1024,105775104,1,0.028531
forte,openmp,16,guided,16,1024,105775104,2,0.027886
forte,openmp,16,guided,16,1024,105775104,3,0.026459
forte,openmp,16,guided,16,1024,105775104,4,0.029498
forte,openmp,16,guided,16,1024,105775104,5,0.030168
forte,openmp,16,guided,16,1024,105775104,6,0.027456
forte,openmp,16,guided,16,1024,105775104,7,0.031182
forte,openmp,16,guided,16,1024,105775104,8,0.027141
forte,openmp,16,guided,16,1024,105775104,9,0.027528
forte,openmp,16,guided,16,1024,105775104,10,0.030095
forte,openmp,16,guided,16,1024,105775104,11,0.028918
forte,openmp,16,guided,16,1024,105775104,12,0.029037
forte,openmp,16,guided,16,1024,105775104,13,0.027608
forte,openmp,16,guided,16,1024,105775104,14,0.030429
forte,openmp,16,guided,16,1024,105775104,15,0.028125
fraca,sequencial,1,none,0,64,6610944,1,0.014120
fraca,sequencial,1,none,0,64,6610944,2,0.013715
fraca,sequencial,1,none,0,64,6610944,3,0.013700
fraca,sequencial,1,none,0,64,6610944,4,0.013500
fraca,sequencial,1,none,0,64,6610944,5,0.013845
fraca,sequencial,1,none,0,64,6610944,6,0.013836
fraca,sequencial,1,none,0,64,6610944,7,0.013828
fraca,sequencial,1,none,0,64,6610944,8,0.014020
fraca,sequencial,1,none,0,64,6610944,9,0.013211
fraca,sequencial,1,none,0,64,6610944,10,0.013650
fraca,sequencial,1,none,0,64,6610944,11,0.013664
fraca,sequencial,1,none,0,64,6610944,12,0.013650
fraca,sequencial,1,none,0,64,6610944,13,0.013049
fraca,sequencial,1,none,0,64,6610944,14,0.014084
fraca,sequencial,1,none,0,64,6610944,15,0.013040
fraca,openmp,1,static,1,64,6610944,1,0.014022
fraca,openmp,1,static,1,64,6610944,2,0.013751
fraca,openmp,1,static,1,64,6610944,3,0.013699
fraca,openmp,1,static,1,64,6610944,4,0.013457
fraca,openmp,1,static,1,64,6610944,5,0.013899
fraca,openmp,1,static,1,64,6610944,6,0.013701
fraca,openmp,1,static,1,64,6610944,7,0.013639
fraca,openmp,1,static,1,64,6610944,8,0.014105
fraca,openmp,1,static,1,64,6610944,9,0.013632
fraca,openmp,1,static,1,64,6610944,10,0.013775
fraca,openmp,1,static,1,64,6610944,11,0.013991
fraca,openmp,1,static,1,64,6610944,12,0.013935
fraca,openmp,1,static,1,64,6610944,13,0.013789
fraca,openmp,1,static,1,64,6610944,14,0.013963
fraca,openmp,1,static,1,64,6610944,15,0.014420
fraca,openmp,2,static,1,128,13221888,1,0.017524
fraca,openmp,2,static,1,128,13221888,2,0.013744
fraca,openmp,2,static,1,128,13221888,3,0.018655
fraca,openmp,2,static,1,128,13221888,4,0.013132
fraca,openmp,2,static,1,128,13221888,5,0.013048
fraca,openmp,2,static,1,128,13221888,6,0.012967
fraca,openmp,2,static,1,128,13221888,7,0.013431
fraca,openmp,2,static,1,128,13221888,8,0.013042
fraca,openmp,2,static,1,128,13221888,9,0.012552
fraca,openmp,2,static,1,128,13221888,10,0.013384
fraca,openmp,2,static,1,128,13221888,11,0.012765
fraca,openmp,2,static,1,128,13221888,12,0.013532
fraca,openmp,2,static,1,128,13221888,13,0.012889
fraca,openmp,2,static,1,128,13221888,14,0.013363
fraca,openmp,2,static,1,128,13221888,15,0.013068
fraca,openmp,4,static,1,256,26443776,1,0.014020
fraca,openmp,4,static,1,256,26443776,2,0.013491
fraca,openmp,4,static,1,256,26443776,3,0.013787
fraca,openmp,4,static,1,256,26443776,4,0.013701
fraca,openmp,4,static,1,256,26443776,5,0.013291
fraca,openmp,4,static,1,256,26443776,6,0.013977
fraca,openmp,4,static,1,256,26443776,7,0.013714
fraca,openmp,4,static,1,256,26443776,8,0.013714
fraca,openmp,4,static,1,256,26443776,9,0.013650
fraca,openmp,4,static,1,256,26443776,10,0.013563
fraca,openmp,4,static,1,256,26443776,11,0.014117
fraca,openmp,4,static,1,256,26443776,12,0.013978
fraca,openmp,4,static,1,256,26443776,13,0.013579
fraca,openmp,4,static,1,256,26443776,14,0.013852
fraca,openmp,4,static,1,256,26443776,15,0.013457
fraca,openmp,8,static,1,512,52887552,1,0.018210
fraca,openmp,8,static,1,512,52887552,2,0.015625
fraca,openmp,8,static,1,512,52887552,3,0.015387
fraca,openmp,8,static,1,512,52887552,4,0.015819
fraca,openmp,8,static,1,512,52887552,5,0.015821
fraca,openmp,8,static,1,512,52887552,6,0.015517
fraca,openmp,8,static,1,512,52887552,7,0.014978
fraca,openmp,8,static,1,512,52887552,8,0.015014
fraca,openmp,8,static,1,512,52887552,9,0.015958
fraca,openmp,8,static,1,512,52887552,10,0.015535
fraca,openmp,8,static,1,512,52887552,11,0.016143
fraca,openmp,8,static,1,512,52887552,12,0.016100
fraca,openmp,8,static,1,512,52887552,13,0.016657
fraca,openmp,8,static,1,512,52887552,14,0.015641
fraca,openmp,8,static,1,512,52887552,15,0.015425
fraca,openmp,16,static,1,1024,105775104,1,0.029021
fraca,openmp,16,static,1,1024,105775104,2,0.031157
fraca,openmp,16,static,1,1024,105775104,3,0.027381
fraca,openmp,16,static,1,1024,105775104,4,0.029472
fraca,openmp,16,static,1,1024,105775104,5,0.026978
fraca,openmp,16,static,1,1024,105775104,6,0.030299
fraca,openmp,16,static,1,1024,105775104,7,0.030017
fraca,openmp,16,static,1,1024,105775104,8,0.029582
fraca,openmp,16,static,1,1024,105775104,9,0.027577
fraca,openmp,16,static,1,1024,105775104,10,0.028379
fraca,openmp,16,static,1,1024,105775104,11,0.026949
fraca,openmp,16,static,1,1024,105775104,12,0.027421
fraca,openmp,16,static,1,1024,105775104,13,0.026320
fraca,openmp,16,static,1,1024,105775104,14,0.028176
fraca,openmp,16,static,1,1024,105775104,15,0.030423
